id,question,solution,answer
H5-011,"The polynomial $1-x+x^2-x^3+\cdots+x^{16}-x^{17}$ may be written in the form $a_0+a_1y+a_2y^2+\cdots +a_{16}y^{16}+a_{17}y^{17}$, where $y=x+1$ and the $a_i$'s are constants. Find the value of $a_2$.","Using the geometric series formula, $1 - x + x^2 + \cdots - x^{17} = \frac {1 - x^{18}}{1 + x} = \frac {1-x^{18}}{y}$. Since $x = y - 1$, this becomes $\frac {1-(y - 1)^{18}}{y}$. We want $a_2$, which is the coefficient of the $y^3$ term in $-(y - 1)^{18}$ (because the $y$ in the denominator reduces the degrees in the numerator by $1$). By the Binomial Theorem, this is $(-1) \cdot (-1)^{15}{18 \choose 3} = \boxed{816}$.",$816$
H5-012,"Let the sum of a set of numbers be the sum of its elements. Let $S$ be a set of positive integers, none greater than 15. Suppose no two disjoint subsets of $S$ have the same sum. What is the largest sum a set $S$ with these properties can have?","By using the greedy algorithm, we obtain $\boxed{61}$, with $S=\{ 15,14,13,11,8\}$. We must now prove that no such set has sum greater than 61. Suppose such a set $S$ existed. Then $S$ must have more than 4 elements, otherwise its sum would be at most $15+14+13+12=54$. 
$S$ can't have more than 5 elements. To see why, note that at least $\dbinom{6}{0} + \dbinom{6}{1} + \dbinom{6}{2} + \dbinom{6}{3} + \dbinom{6}{4}=57$ of its subsets have at most four elements (the number of subsets with no elements plus the number of subsets with one element and so on), and each of them have sum at most 54. By the Pigeonhole Principle, two of these subsets would have the same sum. If those subsets were disjoint, we would directly arrive at a contradiction; if not, we could remove the common elements to get two disjoint subsets.
Thus, $S$ would have to have 5 elements. $S$ contains both 15 and 14 (otherwise its sum is at most $10+11+12+13+15=61$). It follows that $S$ cannot contain both $a$ and $a-1$ for any $a\leq 13$, or the subsets $\{a,14\}$ and $\{a-1,15\}$ would have the same sum. So now $S$ must contain 13 (otherwise its sum is at most $15+14+12+10+8=59$), and $S$ cannot contain 12, or the subsets $\{12,15\}$ and $\{13,14\}$ would have the same sum.
Now the only way $S$ could have sum at least $62=15+14+13+11+9$ would be if $S=\{ 15,14,13,11,9\}$. But the subsets $\{9,15\}$ and $\{11,13\}$ have the same sum, so this set does not work. Therefore no $S$ with sum greater than 61 is possible and 61 is indeed the maximum.",$61$
H5-013,"Al walks down to the bottom of an escalator that is moving up and he counts 150 steps. His friend, Bob, walks up to the top of the escalator and counts 75 steps. If Al's speed of walking (in steps per unit time) is three times Bob's walking speed, how many steps are visible on the escalator at a given time? (Assume that this value is constant.)","Let the total number of steps be $x$, the speed of the escalator be $e$ and the speed of Bob be $b$.
In the time it took Bob to climb up the escalator he saw 75 steps and also climbed the entire escalator. Thus the contribution of the escalator must have been an additional $x - 75$ steps. Since Bob and the escalator were both moving at a constant speed over the time it took Bob to climb, the ratio of their distances covered is the same as the ratio of their speeds, so $\frac{e}{b} = \frac{x - 75}{75}$. 
Similarly, in the time it took Al to walk down the escalator he saw 150 steps, so the escalator must have moved $150 - x$ steps in that time. Thus $\frac{e}{3b} = \frac{150 - x}{150}$ or $\frac{e}{b} = \frac{150 - x}{50}$.
Equating the two values of $\frac{e}{b}$ we have $\frac{x - 75}{75} = \frac{150 - x}{50}$ and so $2x - 150 = 450 - 3x$ and $5x = 600$ and $x = \boxed{120}$, the answer.",$120$
H5-014,Find the largest possible value of $k$ for which $3^{11}$ is expressible as the sum of $k$ consecutive positive integers.,"Let us write down one such sum, with $m$ terms and first term $n + 1$:
$3^{11} = (n + 1) + (n + 2) + \ldots + (n + m) = \frac{1}{2} m(2n + m + 1)$.
Thus $m(2n + m + 1) = 2 \cdot 3^{11}$ so $m$ is a divisor of $2\cdot 3^{11}$. However, because $n \geq 0$ we have $m^2 < m(m + 1) \leq 2\cdot 3^{11}$ so $m < \sqrt{2\cdot 3^{11}} < 3^6$. Thus, we are looking for large factors of $2\cdot 3^{11}$ which are less than $3^6$. The largest such factor is clearly $2\cdot 3^5 = 486$; for this value of $m$ we do indeed have the valid expression $3^{11} = 122 + 123 + \ldots + 607$, for which $k=\boxed{486}$.",$486$
H5-015,"Let $m$ be the smallest integer whose cube root is of the form $n+r$, where $n$ is a positive integer and $r$ is a positive real number less than $1/1000$. Find $n$.","In order to keep $m$ as small as possible, we need to make $n$ as small as possible.
$m = (n + r)^3 = n^3 + 3n^2r + 3nr^2 + r^3$. Since $r < \frac{1}{1000}$ and $m - n^3 = r(3n^2 + 3nr + r^2)$ is an integer, we must have that $3n^2 + 3nr + r^2 \geq \frac{1}{r} > 1000$. This means that the smallest possible $n$ should be less than 1000. In particular, $3nr + r^2$ should be less than 1, so $3n^2 > 999$ and $n > \sqrt{333}$. $18^2 = 324 < 333 < 361 = 19^2$, so we must have $n \geq 19$. Since we want to minimize $n$, we take $n = 19$. Then for any positive value of $r$, $3n^2 + 3nr + r^2 > 3\cdot 19^2 > 1000$, so it is possible for $r$ to be less than $\frac{1}{1000}$. However, we still have to make sure a sufficiently small $r$ exists. 
In light of the equation $m - n^3 = r(3n^2 + 3nr + r^2)$, we need to choose $m - n^3$ as small as possible to ensure a small enough $r$. The smallest possible value for $m - n^3$ is 1, when $m = 19^3 + 1$. Then for this value of $m$, $r = \frac{1}{3n^2 + 3nr + r^2} < \frac{1}{1000}$, and we're set. The answer is $\boxed{19}$.",$19$
H5-016,"A convex polyhedron has for its faces 12 squares, 8 regular hexagons, and 6 regular octagons. At each vertex of the polyhedron one square, one hexagon, and one octagon meet. How many segments joining vertices of the polyhedron lie in the interior of the polyhedron rather than along an edge or a face?","The polyhedron described looks like this, a truncated cuboctahedron.
<div class=""thumb tnone""><div class=""thumbinner"" style=""width:202px;""> <div class=""thumbcaption""><div class=""magnify""><a href=""/wiki/index.php/File:Truncatedcuboctahedron.jpg"" class=""internal"" title=""Enlarge""></a>
The number of segments joining the vertices of the polyhedron is ${48\choose2} = 1128$. We must now subtract out those segments that lie along an edge or a face.
Since every vertex of the polyhedron lies on exactly one vertex of a square/hexagon/octagon, we have that $V = 12 \cdot 4 = 8 \cdot 6 = 6 \cdot 8 = 48$.
Each vertex is formed by the intersection of 3 edges. Since every edge is counted twice, once at each of its endpoints, the number of edges $E$ is $\frac{3}{2}V = 72$.
Each of the segments lying on a face of the polyhedron must be a diagonal of that face. Each square contributes $\frac{n(n-3)}{2} = 2$ diagonals, each hexagon $9$, and each octagon $20$. The number of diagonals is thus $2 \cdot 12 + 9 \cdot 8 + 20 \cdot 6 = 216$.
Subtracting, we get that the number of space diagonals is $1128 - 72 - 216 = \boxed{840}$.",$840$
H5-017,"Let $w_1, w_2, \dots, w_n$ be complex numbers. A line $L$ in the complex plane is called a mean line for the points $w_1, w_2, \dots, w_n$ if $L$ contains points (complex numbers) $z_1, z_2, \dots, z_n$ such that \[\sum_{k = 1}^n (z_k - w_k) = 0.\] For the numbers $w_1 = 32 + 170i$, $w_2 = - 7 + 64i$, $w_3 = - 9 + 200i$, $w_4 = 1 + 27i$, and $w_5 = - 14 + 43i$, there is a unique mean line with $y$-intercept 3. Find the slope of this mean line.","We know that 
$\sum_{k=1}^5 w_k = 3 + 504i$
And because the sum of the 5 $z$'s must cancel this out,
$\sum_{k=1}^5 z_k = 3 + 504i$
We write the numbers in the form $a + bi$ and we know that 
$\sum_{k=1}^5 a_k = 3$ and $\sum_{k=1}^5 b_k = 504$
The line is of equation $y=mx+3$. Substituting in the polar coordinates, we have $b_k = ma_k + 3$.
Summing all 5 of the equations given for each $k$, we get 
$504 = 3m + 15$
Solving for $m$, the slope, we get $\boxed{163}$",$163$
H5-018,"Let $a$, $b$, $c$ be the three sides of a triangle, and let $\alpha$, $\beta$, $\gamma$, be the angles opposite them. If $a^2+b^2=1989c^2$, find $\frac{\cot \gamma}{\cot \alpha+\cot \beta}$","We draw the altitude $h$ to $c$, to get two right triangles.
[asy] size(170); pair A = (0,0), B = (3, 0), C = (1, 4); pair P = .5*(C + reflect(A,B)*C); draw(A--B--C--cycle); draw(C--P, dotted); draw(rightanglemark(C,P, B, 4)); label(""$A$"", A, S); label(""$B$"", B, S); label(""$C$"", C, N); label(""$a$"", (B+C)/2, NE); label(""$b$"", (A+C)/2, NW); label(""$c$"", (A+B)/2, S); label(""$h$"", (C+P)/2, E);[/asy]
Then $\cot{\alpha}+\cot{\beta}=\frac{c}{h}$, from the definition of the cotangent.
Let $K$ be the area of $\triangle ABC.$ Then $h=\frac{2K}{c}$, so $\cot{\alpha}+\cot{\beta}=\frac{c^2}{2K}$.
By identical logic, we can find similar expressions for the sums of the other two cotangents:
\begin{align*} \cot \alpha + \cot \beta &= \frac{c^2}{2K} \\ \cot \beta + \cot \gamma &= \frac{a^2}{2K} \\ \cot \gamma + \cot \alpha &= \frac{b^2}{2K}. \end{align*}
Adding the last two equations, subtracting the first, and dividing by 2, we get
\[\cot \gamma = \frac{a^2 + b^2 - c^2}{4K}.\]
Therefore
\begin{align*} \frac{\cot \gamma}{\cot \alpha + \cot \beta} &= \frac{(a^2 + b^2 - c^2)/(4K)}{c^2/(2K)} \\ &= \frac{a^2 + b^2 - c^2}{2c^2} \\ &= \frac{1989 c^2 - c^2}{2c^2} \\ &= \frac{1988}{2} = \boxed{994}. \end{align*}",$994$
H5-019,"A sample of 121 integers is given, each between 1 and 1000 inclusive, with repetitions allowed. The sample has a unique mode (most frequent value). Let $D$ be the difference between the mode and the arithmetic mean of the sample. What is the largest possible value of $\lfloor D\rfloor$? (For real $x$, $\lfloor x\rfloor$ is the greatest integer less than or equal to $x$.)","Let the mode be $x$, which we let appear $n > 1$ times. We let the arithmetic mean be $M$, and the sum of the numbers $\neq x$ be $S$. Then 
\begin{align*} D &= \left|M-x\right| = \left|\frac{S+xn}{121}-x\right| = \left|\frac{S}{121}-\left(\frac{121-n}{121}\right)x\right| \end{align*}
As $S$ is essentially independent of $x$, it follows that we wish to minimize or maximize $x$ (in other words, $x \in [1,1000]$). Indeed, $D(x)$ is symmetric about $x = 500.5$; consider replacing all of numbers $x_i$ in the sample with $1001-x_i$, and the value of $D$ remains the same. So, without loss of generality, let $x=1$. Now, we would like to maximize the quantity 
$\frac{S}{121}-\left(\frac{121-n}{121}\right)(1) = \frac{S+n}{121}-1$
$S$ contains $121-n$ numbers that may appear at most $n-1$ times. Therefore, to maximize $S$, we would have $1000$ appear $n-1$ times, $999$ appear $n-1$ times, and so forth. We can thereby represent $S$ as the sum of $n-1$ arithmetic series of $1000, 999, \ldots, 1001 - \left\lfloor \frac{121-n}{n-1} \right\rfloor$. We let $k = \left\lfloor \frac{121-n}{n-1} \right\rfloor$, so
$S = (n-1)\left[\frac{k(1000 + 1001 - k)}{2}\right] + R(n)$
where $R(n)$ denotes the sum of the remaining $121-(n-1)k$ numbers, namely $R(n) = (121-(n-1)k)(1000-k)$. 
At this point, we introduce the crude estimate<sup><span id=""ref_1"">[1]</span></sup> that $k=\frac{121-n}{n-1}$, so $R(n) = 0$ and
\begin{align*}2S+2n &= (121-n)\left(2001-\frac{121-n}{n-1}\right)+2n = (120-(n-1))\left(2002-\frac{120}{n-1}\right)\end{align*}
Expanding (ignoring the constants, as these do not affect which $n$ yields a maximum) and scaling, we wish to minimize the expression $5(n-1) + \frac{36}{n-1}$. By AM-GM, we have $5(n-1) + \frac{36}{n-1} \ge 2\sqrt{5(n-1) \cdot \frac{36}{n-1}}$, with equality coming when $5(n-1) = \frac{36}{n-1}$, so $n-1 \approx 3$. Substituting this result and some arithmetic gives an answer of $\boxed{947}$.
In less formal language, it quickly becomes clear after some trial and error that in our sample, there will be $n$ values equal to one and $n-1$ values each of $1000, 999, 998 \ldots$. It is fairly easy to find the maximum. Try $n=2$, which yields $924$, $n=3$, which yields $942$, $n=4$, which yields $947$, and $n=5$, which yields $944$. The maximum difference occurred at $n=4$, so the answer is $947$.",$947$
H5-020,"Let $ABCD$ be a tetrahedron with $AB=41$, $AC=7$, $AD=18$, $BC=36$, $BD=27$, and $CD=13$, as shown in the figure. Let $d$ be the distance between the midpoints of edges $AB$ and $CD$. Find $d^{2}$. [asy] defaultpen(fontsize(10)+0.8); size(175); pair A,B,C,D,M,P,Q; C=origin; B=(8,0); D=IP(CR(C,6.5),CR(B,8)); A=(4,-3); P=midpoint(A--B); Q=midpoint(C--D); draw(B--C--D--B--A--C^^A--D); draw(D--P--C^^P--Q, gray+dashed+0.5); pen p=fontsize(12)+linewidth(3); dot(""$A$"",A,down,p); dot(""$B$"",B,right,p); dot(""$C$"",C,left,p); dot(""$D$"",D,up,p); dot(""$M$"",P,dir(-45),p); dot(""$N$"",Q,0.2*(Q-P),p); label(""$27$"",B--D,2*dir(30),fontsize(10)); label(""$7$"",A--C,2*dir(210),fontsize(10)); label(""$18$"",A--D,1.5*dir(30),fontsize(10)); label(""$36$"",(3,0),up,fontsize(10)); [/asy]","Call the midpoint of $\overline{AB}$ $M$ and the midpoint of $\overline{CD}$ $N$. $d$ is the median of triangle $\triangle CDM$. The formula for the length of a median is $m=\sqrt{\frac{2a^2+2b^2-c^2}{4}}$, where $a$, $b$, and $c$ are the side lengths of triangle, and $c$ is the side that is bisected by median $m$. The formula is a direct result of the Law of Cosines applied twice with the angles formed by the median (Stewart's Theorem). We can also get this formula from the parallelogram law, that the sum of the squares of the diagonals is equal to the squares of the sides of a parallelogram (https://en.wikipedia.org/wiki/Parallelogram_law).
We first find $CM$, which is the median of $\triangle CAB$.
\[CM=\sqrt{\frac{98+2592-1681}{4}}=\frac{\sqrt{1009}}{2}\]
Now we must find $DM$, which is the median of $\triangle DAB$.
\[DM=\frac{\sqrt{425}}{2}\]
Now that we know the sides of $\triangle CDM$, we proceed to find the length of $d$.
\[d=\frac{\sqrt{548}}{2} \Longrightarrow d^2=\frac{548}{4}=\boxed{137}\]",$137$
H5-021,The sets $A = \{z : z^{18} = 1\}$ and $B = \{w : w^{48} = 1\}$ are both sets of complex roots of unity. The set $C = \{zw : z \in A ~ \mbox{and} ~ w \in B\}$ is also a set of complex roots of unity. How many distinct elements are in $C_{}^{}$?,"The least common multiple of $18$ and $48$ is $144$, so define $n = e^{2\pi i/144}$. We can write the numbers of set $A$ as $\{n^8, n^{16}, \ldots n^{144}\}$ and of set $B$ as $\{n^3, n^6, \ldots n^{144}\}$. $n^x$ can yield at most $144$ different values. All solutions for $zw$ will be in the form of $n^{8k_1 + 3k_2}$. 
$8$ and $3$ are relatively prime, and by the Chicken McNugget Theorem, for two relatively prime integers $a,b$, the largest number that cannot be expressed as the sum of multiples of $a,b$ is $a \cdot b - a - b$. For $3,8$, this is $13$; however, we can easily see that the numbers $145$ to $157$ can be written in terms of $3,8$. Since the exponents are of roots of unities, they reduce $\mod{144}$, so all numbers in the range are covered. Thus the answer is $\boxed{144}$.",$144$
H5-022,"A regular 12-gon is inscribed in a circle of radius 12. The sum of the lengths of all sides and diagonals of the 12-gon can be written in the form $a + b \sqrt{2} + c \sqrt{3} + d \sqrt{6},$ where $a^{}_{}$, $b^{}_{}$, $c^{}_{}$, and $d^{}_{}$ are positive integers. Find $a + b + c + d^{}_{}$.","The easiest way to do this seems to be to find the length of each of the sides and diagonals. To do such, draw the radii that meet the endpoints of the sides/diagonals; this will form isosceles triangles. Drawing the altitude of those triangles and then solving will yield the respective lengths.
* The length of each of the 12 sides is $2 \cdot 12\sin 15$. $24\sin 15 = 24\sin (45 - 30) = 24\frac{\sqrt{6} - \sqrt{2}}{4} = 6(\sqrt{6} - \sqrt{2})$.
* The length of each of the 12 diagonals that span across 2 edges is $2 \cdot 12\sin 30 = 12$ (or notice that the triangle formed is equilateral).
* The length of each of the 12 diagonals that span across 3 edges is $2 \cdot 12\sin 45 = 12\sqrt{2}$ (or notice that the triangle formed is a $45 - 45 - 90$ right triangle).
* The length of each of the 12 diagonals that span across 4 edges is $2 \cdot 12\sin 60 = 12\sqrt{3}$.
* The length of each of the 12 diagonals that span across 5 edges is $2 \cdot 12\sin 75 = 24\sin (45 + 30) = 24\frac{\sqrt{6}+\sqrt{2}}{4} = 6(\sqrt{6}+\sqrt{2})$.
* The length of each of the 6 diameters is $2 \cdot 12 = 24$.
Adding all of these up, we get $12[6(\sqrt{6} - \sqrt{2}) + 12 + 12\sqrt{2} + 12\sqrt{3} + 6(\sqrt{6}+\sqrt{2})] + 6 \cdot 24$ 
$= 12(12 + 12\sqrt{2} + 12\sqrt{3} + 12\sqrt{6}) + 144 = 288 + 144\sqrt{2} + 144\sqrt{3} + 144\sqrt{6}$. Thus, the answer is $144 \cdot 5 = \boxed{720}$.",$720$
H5-023,"Two three-letter strings, $aaa^{}_{}$ and $bbb^{}_{}$, are transmitted electronically. Each string is sent letter by letter. Due to faulty equipment, each of the six letters has a 1/3 chance of being received incorrectly, as an $a^{}_{}$ when it should have been a $b^{}_{}$, or as a $b^{}_{}$ when it should be an $a^{}_{}$. However, whether a given letter is received correctly or incorrectly is independent of the reception of any other letter. Let $S_a^{}$ be the three-letter string received when $aaa^{}_{}$ is transmitted and let $S_b^{}$ be the three-letter string received when $bbb^{}_{}$ is transmitted. Let $p$ be the probability that $S_a^{}$ comes before $S_b^{}$ in alphabetical order. When $p$ is written as a fraction in lowest terms, what is its numerator?","Let us make a chart of values in alphabetical order, where $P_a,\ P_b$ are the probabilities that each string comes from $aaa$ and $bbb$ multiplied by $27$, and $S_b$ denotes the partial sums of $P_b$ (in other words, $S_b = \sum_{n=1}^{b} P_b$):
\[\begin{array}{|r||r|r|r|} \hline \text{String}&P_a&P_b&S_b\\ \hline aaa & 8 & 1 & 1 \\ aab & 4 & 2 & 3 \\ aba & 4 & 2 & 5 \\ abb & 2 & 4 & 9 \\ baa & 4 & 2 & 11 \\ bab & 2 & 4 & 15 \\ bba & 2 & 4 & 19 \\ bbb & 1 & 8 & 27 \\ \hline \end{array}\]
The probability is $p=\sum P_a \cdot (27 - S_b)$, so the answer turns out to be $\frac{8\cdot 26 + 4 \cdot 24 \ldots 2 \cdot 8 + 1 \cdot 0}{27^2} = \frac{532}{729}$, and the solution is $\boxed{532}$.",$532$
H5-024,"Twelve congruent disks are placed on a circle $C^{}_{}$ of radius 1 in such a way that the twelve disks cover $C^{}_{}$, no two of the disks overlap, and so that each of the twelve disks is tangent to its two neighbors. The resulting arrangement of disks is shown in the figure below. The sum of the areas of the twelve disks can be written in the from $\pi(a-b\sqrt{c})$, where $a,b,c^{}_{}$ are positive integers and $c^{}_{}$ is not divisible by the square of any prime. Find $a+b+c^{}_{}$. [asy] unitsize(100); draw(Circle((0,0),1)); dot((0,0)); draw((0,0)--(1,0)); label(""$1$"", (0.5,0), S); for (int i=0; i<12; ++i) { dot((cos(i*pi/6), sin(i*pi/6))); } for (int a=1; a<24; a+=2) { dot(((1/cos(pi/12))*cos(a*pi/12), (1/cos(pi/12))*sin(a*pi/12))); draw(((1/cos(pi/12))*cos(a*pi/12), (1/cos(pi/12))*sin(a*pi/12))--((1/cos(pi/12))*cos((a+2)*pi/12), (1/cos(pi/12))*sin((a+2)*pi/12))); draw(Circle(((1/cos(pi/12))*cos(a*pi/12), (1/cos(pi/12))*sin(a*pi/12)), tan(pi/12))); }[/asy]","We wish to find the radius of one circle, so that we can find the total area.
Notice that for them to contain the entire circle, each pair of circles must be tangent on the larger circle. Now consider two adjacent smaller circles. This means that the line connecting the radii is a segment of length $2r$ that is tangent to the larger circle at the midpoint of the two centers. Thus, we have essentially have a regular dodecagon whose vertices are the centers of the smaller triangles circumscribed about a circle of radius $1$.
We thus know that the apothem of the dodecagon is equal to $1$. To find the side length, we make a triangle consisting of a vertex, the midpoint of a side, and the center of the dodecagon, which we denote $A, M,$ and $O$ respectively. Notice that $OM=1$, and that $\triangle OMA$ is a right triangle with hypotenuse $OA$ and $m \angle MOA = 15^\circ$. Thus $AM = (1) \tan{15^\circ} = 2 - \sqrt {3}$, which is the radius of one of the circles. The area of one circle is thus $\pi(2 - \sqrt {3})^{2} = \pi (7 - 4 \sqrt {3})$, so the area of all $12$ circles is $\pi (84 - 48 \sqrt {3})$, giving an answer of $84 + 48 + 3 = \boxed{135}$.
Note that it is very useful to understand the side lengths of a 15-75-90 triangle, as these triangles often appear on higher level math contests. The side lengths are in the ratio $\sqrt {3} - 1$, $\sqrt {3} + 1$, and $2\sqrt {2}$, or $1$, $\sqrt{3} + 2$, and $\sqrt{2} + \sqrt{6}$",$135$
H5-025,"Rhombus $PQRS^{}_{}$ is inscribed in rectangle $ABCD^{}_{}$ so that vertices $P^{}_{}$, $Q^{}_{}$, $R^{}_{}$, and $S^{}_{}$ are interior points on sides $\overline{AB}$, $\overline{BC}$, $\overline{CD}$, and $\overline{DA}$, respectively. It is given that $PB^{}_{}=15$, $BQ^{}_{}=20$, $PR^{}_{}=30$, and $QS^{}_{}=40$. Let $\frac{m}{n}$, in lowest terms, denote the perimeter of $ABCD^{}_{}$. Find $m+n^{}_{}$.","Let $O$ be the center of the rhombus. Via parallel sides and alternate interior angles, we see that the opposite triangles are congruent ($\triangle BPQ \cong \triangle DRS$, $\triangle APS \cong \triangle CRQ$). Quickly we realize that $O$ is also the center of the rectangle. 
By the Pythagorean Theorem, we can solve for a side of the rhombus; $PQ = \sqrt{15^2 + 20^2} = 25$. Since the diagonals of a rhombus are perpendicular bisectors, we have that $OP = 15, OQ = 20$. Also, $\angle POQ = 90^{\circ}$, so quadrilateral $BPOQ$ is cyclic. By Ptolemy's Theorem, $25 \cdot OB = 20 \cdot 15 + 15 \cdot 20 = 600$.
By similar logic, we have $APOS$ is a cyclic quadrilateral. Let $AP = x$, $AS = y$. The Pythagorean Theorem gives us $x^2 + y^2 = 625\quad \mathrm{(1)}$. Ptolemy's Theorem gives us $25 \cdot OA = 20x + 15y$. Since the diagonals of a rectangle are equal, $OA = \frac{1}{2}d = OB$, and $20x + 15y = 600\quad \mathrm{(2)}$. Solving for $y$, we get $y = 40 - \frac 43x$. Substituting into $\mathrm{(1)}$, 
\begin{eqnarray*}x^2 + \left(40-\frac 43x\right)^2 &=& 625\\ 5x^2 - 192x + 1755 &=& 0\\ x = \frac{192 \pm \sqrt{192^2 - 4 \cdot 5 \cdot 1755}}{10} &=& 15, \frac{117}{5}\end{eqnarray*}
We reject $15$ because then everything degenerates into squares, but the condition that $PR \neq QS$ gives us a contradiction. Thus $x = \frac{117}{5}$, and backwards solving gives $y = \frac{44}5$. The perimeter of $ABCD$ is $2\left(20 + 15 + \frac{117}{5} + \frac{44}5\right) = \frac{672}{5}$, and $m + n = \boxed{677}$.",$677$
H5-026,"Consider the region $A$ in the complex plane that consists of all points $z$ such that both $\frac{z}{40}$ and $\frac{40}{\overline{z}}$ have real and imaginary parts between $0$ and $1$, inclusive. What is the integer that is nearest the area of $A$?","Let $z=a+bi \implies \frac{z}{40}=\frac{a}{40}+\frac{b}{40}i$. Since $0\leq \frac{a}{40},\frac{b}{40}\leq 1$ we have the inequality \[0\leq a,b \leq 40\]which is a square of side length $40$.
Also, $\frac{40}{\overline{z}}=\frac{40}{a-bi}=\frac{40a}{a^2+b^2}+\frac{40b}{a^2+b^2}i$ so we have $0\leq a,b \leq \frac{a^2+b^2}{40}$, which leads to:\[(a-20)^2+b^2\geq 20^2\]
\[a^2+(b-20)^2\geq 20^2\]
We graph them:
To find the area outside the two circles but inside the square, we want to find the unique area of the two circles. We can do this by adding the area of the two circles and then subtracting out their overlap. There are two methods of finding the area of overlap:
1. Consider that the area is just the quarter-circle with radius $20$ minus an isosceles right triangle with base length $20$, and then doubled (to consider the entire overlapped area)
2. Consider that the circles can be converted into polar coordinates, and their equations are $r = 40sin\theta$ and $r = 40cos\theta$. Using calculus with the appropriate bounds, we can compute the overlapped area.
Using either method, we compute the overlapped area to be $200\pi + 400$, and so the area of the intersection of those three graphs is $40^2-(200\pi + 400) \Rightarrow 1200 - 200\pi \approx 571.68$
$\boxed{572}$",$572$
H5-027,"Lines $l_1^{}$ and $l_2^{}$ both pass through the origin and make first-quadrant angles of $\frac{\pi}{70}$ and $\frac{\pi}{54}$ radians, respectively, with the positive x-axis. For any line $l^{}_{}$, the transformation $R(l)^{}_{}$ produces another line as follows: $l^{}_{}$ is reflected in $l_1^{}$, and the resulting line is reflected in $l_2^{}$. Let $R^{(1)}(l)=R(l)^{}_{}$ and $R^{(n)}(l)^{}_{}=R\left(R^{(n-1)}(l)\right)$. Given that $l^{}_{}$ is the line $y=\frac{19}{92}x^{}_{}$, find the smallest positive integer $m^{}_{}$ for which $R^{(m)}(l)=l^{}_{}$.","Let $l$ be a line that makes an angle of $\theta$ with the positive $x$-axis. Let $l'$ be the reflection of $l$ in $l_1$, and let $l''$ be the reflection of $l'$ in $l_2$. 
The angle between $l$ and $l_1$ is $\theta - \frac{\pi}{70}$, so the angle between $l_1$ and $l'$ must also be $\theta - \frac{\pi}{70}$. Thus, $l'$ makes an angle of $\frac{\pi}{70}-\left(\theta-\frac{\pi}{70}\right) = \frac{\pi}{35}-\theta$ with the positive $x$-axis. 
Similarly, since the angle between $l'$ and $l_2$ is $\left(\frac{\pi}{35}-\theta\right)-\frac{\pi}{54}$, the angle between $l''$ and the positive $x$-axis is $\frac{\pi}{54}-\left(\left(\frac{\pi}{35}-\theta\right)-\frac{\pi}{54}\right) = \frac{\pi}{27}-\frac{\pi}{35}+\theta = \frac{8\pi}{945} + \theta$. 
Thus, $R(l)$ makes an $\frac{8\pi}{945} + \theta$ angle with the positive $x$-axis. So $R^{(n)}(l)$ makes an $\frac{8n\pi}{945} + \theta$ angle with the positive $x$-axis. 
Therefore, $R^{(m)}(l)=l$ iff $\frac{8m\pi}{945}$ is an integral multiple of $\pi$. Thus, $8m \equiv 0\pmod{945}$. Since $\gcd(8,945)=1$, $m \equiv 0 \pmod{945}$, so the smallest positive integer $m$ is $\boxed{945}$.",$945$
H5-028,"In a game of <i>Chomp</i>, two players alternately take bites from a 5-by-7 grid of unit squares. To take a bite, a player chooses one of the remaining squares, then removes (""eats"") all squares in the quadrant defined by the left edge (extended upward) and the lower edge (extended rightward) of the chosen square. For example, the bite determined by the shaded square in the diagram would remove the shaded square and the four squares marked by $\times.$ (The squares with two or more dotted edges have been removed form the original board in previous moves.) The object of the game is to make one's opponent take the last bite. The diagram shows one of the many subsets of the set of 35 unit squares that can occur during the game of Chomp. How many different subsets are there in all? Include the full board and empty board in your count.","By drawing possible examples of the subset, one can easily see that making one subset is the same as dividing the game board into two parts.
One can also see that it is the same as finding the shortest route from the upper left hand corner to the lower right hand corner; Such a route would require 5 lengths that go down, and 7 that go across, with the shape on the right ""carved"" out by the path a possible subset.
Therefore, the total number of such paths is $\binom{12}{5}=\boxed{792}$",$792$
H5-029,"Euler's formula states that for a convex polyhedron with $V$ vertices, $E$ edges, and $F$ faces, $V-E+F=2$. A particular convex polyhedron has 32 faces, each of which is either a triangle or a pentagon. At each of its $V$ vertices, $T$ triangular faces and $P$ pentagonal faces meet. What is the value of $100P+10T+V$?","The convex polyhedron of the problem can be easily visualized; it corresponds to a dodecahedron (a regular solid with $12$ equilateral pentagons) in which the $20$ vertices have all been truncated to form $20$ equilateral triangles with common vertices. The resulting solid has then $p=12$ smaller equilateral pentagons and $t=20$ equilateral triangles yielding a total of $t+p=F=32$ faces. In each vertex, $T=2$ triangles and $P=2$ pentagons are concurrent. Now, the number of edges $E$ can be obtained if we count the number of sides that each triangle and pentagon contributes: $E=\frac{3t+5p}{2}$, (the factor $2$ in the denominator is because we are counting twice each edge, since two adjacent faces share one edge). Thus, $E=60$. Finally, using Euler's formula we have $V=E-30=30$.
In summary, the solution to the problem is $100P+10T+V=\boxed{250}$.",$250$
